Hang khai thac,Container,Kich co,Kich co ISO,Ghi chu,Ghi chu noi bo,Tinh trang vo,Nam san xuat,So ngay luu bai,Lich trinh tau,Ten tau,Chuyen nhap,Chuyen xuat,Huong,Trang thai,F/E,Phuong an,Vi tri tren bai,Cang xep,Cang do,Cang dich,Ngay nhap bai,Ngay ra bai,Loai Hang,Hang Hoa,Trong Luong,Nhom Trong Luong,VGM,Huy,Nhiet do,CLASS,UNNO,Chu hang,So Booking,So Van Don,So niem chi,So niem chi 1,So niem chi 2,Thanh Ly Hai Quan,So to khai,Hang noi/ ngoai,Cang chuyen,Cang giao nhan,So lenh,Thong gio,DVT thong gio
VLC,BISU2826621,20DC,22G0,"Mop xung quanh va da,Cong thanh,Cong tay, Rach ron,Cu muc ri set,nut san ngoai",CONT THANH LY,,,37,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-33-05-2,TCTCI,VNTTS,VNTTS,15/01/2024 01:24:36,,Empty,EMPTY,2.3,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU2838540,20DC,22G0,"Mop xung quanh va da,Cong thanh,Cong tay, Rach ron,Cu muc ri set,nut san ngoai",,,,37,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-33-06-1,TCTCI,VNTTS,VNTTS,15/01/2024 01:29:18,,Empty,EMPTY,2.3,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU2838068,20DC,22G0,"Mop xung quanh va da,Cong thanh,Cong tay, Rach ron,Cu muc ri set,nut san ngoai",,,,37,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-33-06-2,TCTCI,VNTTS,VNTTS,15/01/2024 01:29:43,,Empty,EMPTY,2.3,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU2833575,20DC,22G0,"Mop xung quanh va da,Cong thanh,Cong tay, Rach ron,Cu muc ri set,nut san ngoai",CONT THANH LY,,,37,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-33-06-3,TCTCI,VNTTS,VNTTS,15/01/2024 01:37:59,,Empty,EMPTY,2.3,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU2833615,20DC,22G0,"Mop xung quanh va da,Cong thanh,Cong tay, Rach ron,Cu muc ri set,nut san ngoai",CONT THANH LY,,,37,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-33-07-4,TCTCI,VNTTS,VNTTS,15/01/2024 01:40:06,,Empty,EMPTY,2.3,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU2836553,20DC,22G0,"Mop xung quanh va da,Cong thanh,Cong tay, Rach ron,Cu muc ri set,nut san ngoai",,,,37,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-33-07-3,TCTCI,VNTTS,VNTTS,15/01/2024 01:43:03,,Empty,EMPTY,2.3,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU2836316,20DC,22G0,"Mop xung quanh va da,Cong thanh,Cong tay, Rach ron,Cu muc ri set,nut san ngoai",,,,37,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-33-07-2,TCTCI,VNTTS,VNTTS,15/01/2024 01:50:26,,Empty,EMPTY,2.3,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU2825348,20DC,22G0,"Mop xung quanh va da,Cong thanh,Cong tay, Rach ron,Cu muc ri set,nut san ngoai",,,,37,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-41-02-1,TCTCI,VNTTS,VNTTS,15/01/2024 01:56:52,,Empty,EMPTY,2.3,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU2830175,20DC,22G0,"Mop xung quanh va da,Cong thanh,Cong tay, Rach ron,Cu muc ri set,nut san ngoai",,,,37,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-41-02-2,TCTCI,VNTTS,VNTTS,15/01/2024 01:57:53,,Empty,EMPTY,2.3,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU3098871,20DC,22G0,"Mop xung quanh va da,Cong thanh,Cong tay, Rach ron,Cu muc ri set,nut san ngoai",,,,37,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-19-03-2,VNDAN,VNTTS,VNTTS,15/01/2024 05:20:25,,Empty,EMPTY,2,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU2830750,20DC,22G0,"Muc gi set,mxq va da,Cong thanh cong tay,Rach ron,",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-03-01-3,VNDAN,VNTTS,VNTTS,15/02/2024 09:57:04,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU2090433,20DC,22G0,"CHUA VSmop  nhe xung quanh va da gamxuoc sanCu ri set,",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-01-02-3,VNDAN,VNTTS,VNTTS,15/02/2024 09:57:56,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU2092009,20DC,22G0,"CHUA VS Muc ri set,mop xquanh+ da day",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-15-02-3,VNDAN,VNTTS,VNTTS,15/02/2024 10:12:48,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU2840070,20DC,22G0,"Muc gi set,mop xung quanh va da,",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-37-04-1,VNQNN,VNTTS,VNTTS,15/02/2024 10:15:34,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU2090222,20DC,22G0,"CHUA VS,Muc ri set , mop xquanh + da day,cong thanh, rron,muc nut san",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-15-02-2,VNDAN,VNTTS,VNTTS,15/02/2024 10:15:52,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU3091882,20DC,22G0,"CHUA VS,Muc ri set , mop xquanh + da day,cong thanh, rron,muc nut san",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-15-02-1,VNDAN,VNTTS,VNTTS,15/02/2024 10:16:21,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU2093659,20DC,22G0,"CHUA VS,Muc ri set , mop xquanh + da day,cong thanh, rron,muc nut san",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-15-02-4,VNDAN,VNTTS,VNTTS,15/02/2024 10:17:21,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU2821810,20DC,22G0,"HU HONGMuc gi set,mop xung quanh va da,",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,R2-07-04-3,VNQNN,VNTTS,VNTTS,15/02/2024 10:21:41,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU3098948,20DC,22G0,"CHUA VS Muc gi set,mop xung quanh va da,",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-15-01-1,VNDAN,VNTTS,VNTTS,15/02/2024 10:24:40,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU3096591,20DC,22G0,"HU HONG Muc gi set,mxq va da,Cong thanh cong tay,Rach ron,troc san",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,R2-07-04-4,VNQNN,VNTTS,VNTTS,15/02/2024 10:24:58,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU2091023,20DC,22G0,"CHUA VS Muc gi set,mop xung quanh va da,",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-01-02-1,VNDAN,VNTTS,VNTTS,15/02/2024 10:27:39,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU3097366,20DC,22G0,"CHUA VS mop  nhe xung quanh va da gamMuc nut san,Cu ri set,",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-09-06-1,VNDAN,VNTTS,VNTTS,15/02/2024 10:28:28,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU3094156,20DC,22G0,"HU HONG Muc gi set,mxq va da,Cong thanh cong tay,Rach ron,troc san",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,R2-07-03-1,VNQNN,VNTTS,VNTTS,15/02/2024 10:30:39,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU2836363,20DC,22G0,"HU HONG Muc gi set,mxq va da, troc san",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,R2-07-03-2,VNQNN,VNTTS,VNTTS,15/02/2024 10:33:54,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU2091316,20DC,22G0,"HU HONG Muc gi set,mop xung quanh va da, thung troc san",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,R2-07-02-1,VNQNN,VNTTS,VNTTS,15/02/2024 10:43:10,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU3098974,20DC,22G0,"HU HONG Muc gi set,mxq va da, troc san",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,R2-07-03-3,VNQNN,VNTTS,VNTTS,15/02/2024 10:44:42,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU2093073,20DC,22G0,"Muc gi set,mxq va da,Cong thanh cong tay,Rach ron,troc san",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-11-02-3,VNQNN,VNTTS,VNTTS,15/02/2024 10:46:59,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU3093550,20DC,22G0,"HU HONG Muc gi set,mxq va da,Cong thanh cong tay,Rach ron, thung troc san",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,R2-07-03-4,VNQNN,VNTTS,VNTTS,15/02/2024 10:48:22,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU2094697,20DC,22G0,"HU HONG Muc gi set,mxq va da,Cong thanh cong tay,Rach ron, be san troc san",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,R2-07-02-2,VNQNN,VNTTS,VNTTS,15/02/2024 10:54:08,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU3091408,20DC,22G0,"CHUA VS Muc gi set,mop xung quanh va da, suoc san",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,N1-01-01-2,VNDAN,VNTTS,VNTTS,15/02/2024 11:48:12,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU3096755,20DC,22G0,"CHUA VS Muc gi set,mop xung quanh va da,",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,N1-01-01-1,VNDAN,VNTTS,VNTTS,15/02/2024 11:48:34,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU2093509,20DC,22G0,"CHUA VS,Muc ri set , mop xquanh + da day,cong thanh, rron,muc nut san",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,N1-01-02-4,VNDAN,VNTTS,VNTTS,15/02/2024 11:49:15,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU2826154,20DC,22G0,"CHUA VS Muc gi set,mop xung quanh va da,",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-03-01-1,VNDAN,VNTTS,VNTTS,15/02/2024 11:51:11,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU3093720,20DC,22G0,"CHUA VS Muc gi set,mxq va da, suoc san",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,N1-01-02-1,VNDAN,VNTTS,VNTTS,15/02/2024 11:55:22,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU3092507,20DC,22G0,"CHUA VS Muc gi set,mxq va da,",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,N1-01-03-4,VNDAN,VNTTS,VNTTS,15/02/2024 11:56:01,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU3099646,20DC,22G0,"CHUA VS Muc gi set,mop xung quanh va da, suoc san",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,N1-01-02-3,VNDAN,VNTTS,VNTTS,15/02/2024 11:58:26,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU2091933,20DC,22G0,"CHUA VS Muc gi set,mop xung quanh va da, suoc san",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,N1-01-02-2,VNDAN,VNTTS,VNTTS,15/02/2024 12:01:53,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU2093284,20DC,22G0,"CHUA VS Muc gi set,mop xung quanh va da, suoc san",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,N1-01-03-3,VNDAN,VNTTS,VNTTS,15/02/2024 12:02:00,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU2093200,20DC,22G0,"CHUA VS Muc gi set,mop xung quanh va da, suoc san",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,N1-01-03-2,VNDAN,VNTTS,VNTTS,15/02/2024 12:04:37,,Empty,EMPTY,2,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU2091907,20DC,22G0,"MXQ VA DA,cuset",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-11-05-2,VNDAN,VNTTS,VNTTS,22/01/2024 18:00:24,,Empty,EMPTY,2.3,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU2835829,20DC,22G0,"MXQ VA DA,cuset",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-41-01-3,VNDAN,VNTTS,VNTTS,22/01/2024 18:17:29,,Empty,EMPTY,2.3,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU3096863,20DC,22G0,"Muc gi set,mxq va da,cong thanh , cong tay ,rron",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-09-03-1,VNDAN,VNTTS,VNTTS,22/01/2024 18:23:47,,Empty,EMPTY,2.3,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU2090449,20DC,22G0,"Muc gi set,mxq va da,cong thanh , cong tay ,rron",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-11-05-3,VNDAN,VNTTS,VNTTS,22/01/2024 18:31:49,,Empty,EMPTY,2.3,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU2827504,20DC,22G0,"Muc gi set,mxq va da,cong thanh , cong tay ,rron",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-07-02-3,VNDAN,VNTTS,VNTTS,22/01/2024 18:36:45,,Empty,EMPTY,2.3,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU2840445,20DC,22G0,"Muc gi set,mxq va da,cong thanh , cong tay ,rron",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-07-02-4,VNDAN,VNTTS,VNTTS,22/01/2024 18:39:46,,Empty,EMPTY,2.3,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU3090696,20DC,22G0,"Muc gi set,mxq va da,cong thanh , cong tay ,rron",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-11-04-1,VNDAN,VNTTS,VNTTS,22/01/2024 18:51:05,,Empty,EMPTY,2.3,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU2841272,20DC,22G0,"Muc gi set,mxq va da,cong thanh , cong tay ,rron",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-07-01-1,VNDAN,VNTTS,VNTTS,22/01/2024 18:53:41,,Empty,EMPTY,2.3,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU3099008,20DC,22G0,"Muc gi set,mxq va da,cong thanh , cong tay ,rron",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-11-04-2,VNDAN,VNTTS,VNTTS,22/01/2024 18:56:02,,Empty,EMPTY,2.3,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU3091706,20DC,22G0,"Muc gi set,mxq va da,cong thanh , cong tay ,rron",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-11-04-3,VNDAN,VNTTS,VNTTS,22/01/2024 18:59:16,,Empty,EMPTY,2.3,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU3091692,20DC,22G0,"Muc gi set,mxq va da,cong thanh , cong tay ,rron",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-11-04-4,VNDAN,VNTTS,VNTTS,22/01/2024 19:01:46,,Empty,EMPTY,2.3,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU3091521,20DC,22G0,"Muc gi set,mxq va da,cong thanh , cong tay ,rron",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-09-05-1,VNDAN,VNTTS,VNTTS,22/01/2024 19:46:18,,Empty,EMPTY,2.3,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU3095888,20DC,22G0,"Muc gi set,mxq va da,cong thanh , cong tay ,rron",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-09-05-2,VNDAN,VNTTS,VNTTS,22/01/2024 19:49:59,,Empty,EMPTY,2.3,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU2092837,20DC,22G0,"Muc gi set,mxq va da,cong thanh , cong tay ,rron",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-09-05-3,VNDAN,VNTTS,VNTTS,22/01/2024 19:52:45,,Empty,EMPTY,2.3,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU3098130,20DC,22G0,"Muc gi set,mxq va da,cong thanh , cong tay ,rron",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-09-04-1,VNDAN,VNTTS,VNTTS,22/01/2024 19:58:50,,Empty,EMPTY,2.3,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU2094423,20DC,22G0,"Mop xung quanh va da,rach ron,cong thanh,cong tay,do rac,cu muc ri set,nut troc mucsan",,,,29,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-11-03-1,VNDAN,VNTTS,VNTTS,23/01/2024 03:22:36,,Empty,EMPTY,2.3,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU3093416,20DC,22G0,"Mop xung quanh,mop da san,ho nep san,cu muc ri set,cong tay,cong thanh,troc xuoc san,do rac,rach ron,",,,,29,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,K-09-04-2,VNDAN,VNTTS,VNTTS,23/01/2024 03:39:48,,Empty,EMPTY,2.3,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU2835270,20DC,22G0,"Mop xung quanh,mop da san,ho nep san,cu muc ri set,cong tay,cong thanh,troc xuoc san,do rac,rach ron,Phinh 2 hong,",,,,29,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-33-05-4,VNQNN,VNTTS,VNTTS,23/01/2024 03:55:46,,Empty,EMPTY,2.3,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU2838303,20DC,22G0,"Mop xung quanh,mop da san,ho nep san,cu muc ri set,cong tay,cong thanh,troc xuoc san,do rac,rach ron,",,,,29,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-33-04-1,VNQNN,VNTTS,VNTTS,23/01/2024 03:57:56,,Empty,EMPTY,2.3,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU2840208,20DC,22G0,"Mop xung quanh,mop da san,ho nep san,cu muc ri set,cong tay,cong thanh,troc xuoc san,do rac,rach ron,nut san ngoai,",,,,29,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-37-05-4,VNQNN,VNTTS,VNTTS,23/01/2024 04:35:02,,Empty,EMPTY,2.3,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU2841776,20DC,22G0,"Mop xung quanh,mop da san,ho nep san,cu muc ri set,cong tay,cong thanh,troc xuoc san,do rac,nut san ngoai,",,,,29,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-37-05-2,VNQNN,VNTTS,VNTTS,23/01/2024 04:45:05,,Empty,EMPTY,2.3,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU2837734,20DC,22G0,"Mop xung quanh,mop da san,ho nep san,cu muc ri set,cong tay,cong thanh,troc xuoc san,do rac,rach ron,nut san ngoai,",,,,29,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-33-04-2,VNQNN,VNTTS,VNTTS,23/01/2024 05:07:52,,Empty,EMPTY,2.3,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU3096776,20DC,22G0,"Mop xung quanh,mop da san,ho nep san,cu muc ri set,cong tay,cong thanh,troc xuoc san,do rac,ho nep san,nut san ngoai,",,,,29,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,X1-23-02-2,VNQNN,VNTTS,VNTTS,23/01/2024 05:12:29,,Empty,EMPTY,2.3,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU2836698,20DC,22G0,"Mop xung quanh,mop da san,ho nep san,cu muc ri set,cong tay,cong thanh,troc xuoc san,do rac,nut san ngoai,rach ron,",,,,29,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-33-04-3,VNQNN,VNTTS,VNTTS,23/01/2024 05:30:55,,Empty,EMPTY,2.3,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU3092641,20GP,22G0,"HU HONG CHUA SUA CHUA,Mop xquanh + da ,Cong thanh,cong tay,Rach ron,troc van san nhieu cho ,",,,,89,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,MR,VNQNN,VNTTS,VNTTS,24/11/2023 10:47:32,,Empty,EMPTY,2.3,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU2093767,20GP,22G0,CONT HU GIAM DINH,,,,117,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,MR,VNDAN,VNTTS,VNTTS,27/10/2023 19:20:14,,Empty,EMPTY,2.3,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU3095337,20DC,22G0,"hu hong, Mop xung quanh va da,cong thanh ,cong tay rron, muc ri set",,,,52,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,X1-25-01-2,VNQNN,VNTTS,VNTTS,31/12/2023 00:29:57,,Empty,EMPTY,2.3,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU2841307,20DC,22G0,"hu hong,Mop xung quanh va da,cong thanh ,cong tay rron, muc ri set",,,,52,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-33-08-1,VNQNN,VNTTS,VNTTS,31/12/2023 01:25:48,,Empty,EMPTY,2.3,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU2840810,20DC,22G0,"hu hong, Mop xung quanh va da,cong thanh ,cong tay rron, muc ri set",,,,52,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-33-08-2,VNQNN,VNTTS,VNTTS,31/12/2023 01:25:52,,Empty,EMPTY,2.3,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,SEKU6304940,40HC,45G0,"DA VSMop xung quanh,cong thanh,rach ron,",,,,20,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,RF2-08-02-1,VNDAN,VNTTS,VNTTS,1/2/2024 18:26,,Empty,EMPTY,2.3,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
