Hang khai thac,Container,Kich co,Kich co ISO,Ghi chu,Ghi chu noi bo,Tinh trang vo,Nam san xuat,So ngay luu bai,Lich trinh tau,Ten tau,Chuyen nhap,Chuyen xuat,Huong,Trang thai,F/E,Phuong an,Vi tri tren bai,Cang xep,Cang do,Cang dich,Ngay nhap bai,Ngay ra bai,Loai Hang,Hang Hoa,Trong Luong,Nhom Trong Luong,VGM,Huy,Nhiet do,CLASS,UNNO,Chu hang,So Booking,So Van Don,So niem chi,So niem chi 1,So niem chi 2,Thanh Ly Hai Quan,So to khai,Hang noi/ ngoai,Cang chuyen,Cang giao nhan,So lenh,Thong gio,DVT thong gio
VLC,BISU6822007,40HC,45G0,"Mop xung quanh,Mop da san, Cong thanh, Cong tay,rach ron,cu ri set,ho nep san,Nut san ngoai,",,,,46,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,X1-20-03-2,VNDAN,VNTTS,VNTTS,6/1/2024 9:07,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,CAIU4670717,40HC,45G0,"DA VS,XRIENG mop fu xung quanh, cu muc set, xuoc san",,,,13,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-42-05-3,VNHPH,VNTTS,VNTTS,8/2/2024 20:22,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,CAIU4666050,40HC,45G0,"DA VS,XRIENGMop fu xung quanh + daCong thanh, Rach ron, Cu muc ri set, Xuoc san",,,,13,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-42-05-4,VNHPH,VNTTS,VNTTS,8/2/2024 21:14,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,CAIU4667755,40HC,45G0,"DA VS,XRIENGMop fu xung quanh + daCong thanh, Rach ron, Cu muc ri set, Xuoc san",,,,13,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-42-04-1,VNHPH,VNTTS,VNTTS,8/2/2024 21:16,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,CAIU4674883,40HC,45G0,"DA VS,XRIENG Mop fu xung quanh + daCu muc ri set, Xuoc san",,,,13,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-42-04-2,VNHPH,VNTTS,VNTTS,8/2/2024 22:15,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,CAIU4673803,40HC,45G0,"DA VS,XRIENG Mop fu xung quanh + daXuoc sanCu muc ri set,",,,,13,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-42-04-3,VNHPH,VNTTS,VNTTS,8/2/2024 22:16,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,CAIU4674857,40HC,45G0,"DA VS,XRIENG Mop fu xung quanh + daCu muc ri set, Xuoc san",,,,13,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-42-04-4,VNHPH,VNTTS,VNTTS,8/2/2024 22:18,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,CAIU4667987,40HC,45G0,"DA VS,XRIENG Mop fu xung quanh + daCu muc ri set, Xuoc san",,,,13,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-42-03-1,VNHPH,VNTTS,VNTTS,8/2/2024 22:20,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,CAIU4668849,40HC,45G0,"DA VS,XRIENGMop fu xung quanh + daCu muc ri set, Xuoc san",,,,13,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-42-03-2,VNHPH,VNTTS,VNTTS,8/2/2024 22:20,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,CAIU4674862,40HC,45G0,"DA VS,XRIENGMop fu xung quanh + daCu muc ri set, Xuoc san",,,,13,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-42-03-3,VNHPH,VNTTS,VNTTS,8/2/2024 22:23,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,CAIU4668052,40HC,45G0,"DA VS,XRIENGMop fu xung quanh + daCu muc ri set, Xuoc san",,,,13,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-42-03-4,VNHPH,VNTTS,VNTTS,8/2/2024 22:24,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,SEKU5758260,40HC,45G0,"DA VS,XRIENG Mop fu xung quanh + daXuoc san",,,,13,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-46-06-1,VNHPH,VNTTS,VNTTS,8/2/2024 22:27,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,SEKU6303625,40HC,45G0,"DA VS,XRIENGMop fu xung quanh + daXuoc san",,,,13,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-46-06-2,VNHPH,VNTTS,VNTTS,8/2/2024 22:29,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,SEKU6306239,40HC,45G0,"DA VS,XRIENG,mxq va da,cong thanh cong tay ,rron ,troc san",,,,13,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-46-06-3,VNHPH,VNTTS,VNTTS,8/2/2024 23:23,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,SEKU6584944,40HC,45G0,"DA VS,XRIENG,mxq va da,cong thanh cong tay ,rron troc san",,,,13,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-46-06-4,VNHPH,VNTTS,VNTTS,8/2/2024 23:23,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,SEKU6584796,40HC,45G0,"DA VS,XRIENG,mxq va da,cong thanh cong tay ,rron, troc san",,,,13,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-46-05-1,VNHPH,VNTTS,VNTTS,8/2/2024 23:24,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,SEKU5756822,40HC,45G0,"DA VS,XRIENG,mxq va da,cong thanh cong tay ,rron, troc san",,,,13,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-46-05-2,VNHPH,VNTTS,VNTTS,8/2/2024 23:25,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,SEKU5755425,40HC,45G0,"DA VS,XRIENG,mxq va da,cong thanh cong tay ,rron,troc san",,,,13,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-46-05-3,VNHPH,VNTTS,VNTTS,8/2/2024 23:27,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,SEKU6570853,40HC,45G0,"DA VS,XRIENG,mxq va da,cong thanh cong tay ,rron,troc san",,,,13,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-46-05-4,VNHPH,VNTTS,VNTTS,8/2/2024 23:29,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,SEKU6570848,40HC,45G0,"DA VS,XRIENG,mxq va da,cong thanh cong tay ,rron,suot san",,,,13,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-46-04-1,VNHPH,VNTTS,VNTTS,8/2/2024 23:30,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,SEKU6564927,40HC,45G0,"DA VS,XRIENG,mxq va da,cong thanh cong tay ,rron,suot san",,,,13,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-46-04-2,VNHPH,VNTTS,VNTTS,8/2/2024 23:36,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,SEKU6570597,40HC,45G0,"DA VS,XRIENG,mxq va da,cong thanh cong tay ,rron,troc san",,,,13,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-46-04-3,VNHPH,VNTTS,VNTTS,8/2/2024 23:36,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,SEKU6303651,40HC,45G0,"DA VS,XRIENG,mxq va da,cong thanh cong tay ,rron, suot san",,,,13,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-46-04-4,VNHPH,VNTTS,VNTTS,8/2/2024 23:41,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,SEKU6304093,40HC,45G0,"DA VS,XRIENG,mxq va da,cong thanh cong tay ,rron, suot san",,,,13,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-46-02-1,VNHPH,VNTTS,VNTTS,8/2/2024 23:47,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,CAIU4673790,40HC,45G0,"DA VS,XRIENG,Mop xung quanh+da,Cu ri set,Cong thanh,Cong tay,Rach ron,do",,,,12,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-42-02-1,VNDAN,VNTTS,VNTTS,9/2/2024 4:07,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,CAIU4674570,40HC,45G0,"DA VS,XRIENGMop xung quanh+da,Cong thanh,Cong tay,",,,,12,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-42-02-2,VNDAN,VNTTS,VNTTS,9/2/2024 4:12,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,CAIU8844484,40HC,45G0,"DA VS,XRIENGMxq va da,nut san,",,,,12,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-42-02-3,VNDAN,VNTTS,VNTTS,9/2/2024 5:44,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,CAIU4672427,40HC,45G0,"DA VS,XRIENGMxq va da,muc nut san",,,,12,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-42-02-4,VNDAN,VNTTS,VNTTS,9/2/2024 5:45,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,CAIU8816815,40HC,45G0,"DA VS,XRIENG,Muc gi set,mxq va da,Cong thanh cong tay,Rach ron,troc xuoc san",,,,12,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-42-01-1,VNDAN,VNTTS,VNTTS,9/2/2024 6:16,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU6821443,40HC,45G0,"Mop xung quanh va da,Cu muc ri set, Rach ron,Cong tay,Cong thanh,",,,,38,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,X1-20-03-1,VNDAN,VNTTS,VNTTS,14/01/2024 22:20:24,,Empty,EMPTY,4,A,TRUE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,0,
VLC,CAIU4667816,40HC,45G0,"Muc gi set,mxq va da,Rach ron, troc san",,,,6,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,X2-02-01-1,VNQNN,VNTTS,VNTTS,15/02/2024 11:42:06,,Empty,EMPTY,4,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,CAIU4670770,40HC,45G0,"MOP XUNG QUANH VA DA,Cu ri set,",,,,32,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-42-06-1,VNHPH,VNTTS,VNTTS,20/01/2024 01:36:57,,Empty,EMPTY,4.5,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,CAIU4668860,40HC,45G0,"MOP XUNG QUANH VA DA,Cu ri set,",,,,32,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-42-06-3,VNHPH,VNTTS,VNTTS,20/01/2024 01:42:11,,Empty,EMPTY,4.5,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,CAIU4668026,40HC,45G0,"MOP XUNG QUANH VA DA,Cu ri set,",,,,32,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-42-06-2,VNHPH,VNTTS,VNTTS,20/01/2024 01:42:38,,Empty,EMPTY,4.5,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,CAIU9016801,40HC,45G0,"MOP XUNG QUANH VA DA,Cu ri set,",,,,32,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-42-06-4,VNHPH,VNTTS,VNTTS,20/01/2024 01:44:31,,Empty,EMPTY,4.5,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,CAIU4668520,40HC,45G0,"MOP XUNG QUANH VA DA,Cu ri set,",,,,32,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-42-05-1,VNHPH,VNTTS,VNTTS,20/01/2024 01:47:22,,Empty,EMPTY,4.5,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,CAIU8705690,40HC,45G0,"MOP XUNG QUANH VA DA,Cu ri set,",,,,32,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-42-05-2,VNHPH,VNTTS,VNTTS,20/01/2024 01:55:51,,Empty,EMPTY,4.5,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,CAIU8425852,40HC,45G0,"MOP XUNG QUANH VA DA,Cu ri set,",,,,32,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-42-01-2,VNHPH,VNTTS,VNTTS,20/01/2024 03:06:07,,Empty,EMPTY,4.5,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU6824735,40HC,45G0,"MOP XUNG QUANH VA DA,muc ri set, nut san,",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-22-06-4,VNHPH,VNTTS,VNTTS,22/01/2024 15:05:08,,Empty,EMPTY,4,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU6825177,40HC,45G0,"Cu ri set,Mop xung quanh va da,xuoc san, cong thanh",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-22-05-3,VNHPH,VNTTS,VNTTS,22/01/2024 16:07:24,,Empty,EMPTY,4,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU6822666,40HC,45G0,"Cu muc ri set,Mop xung quanh va da,cong thanh, xuoc san",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-22-05-2,VNHPH,VNTTS,VNTTS,22/01/2024 16:10:03,,Empty,EMPTY,4,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU6823636,40HC,45G0,"Cu muc ri set,Mop xung quanh va da,xuoc san",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-22-05-1,VNHPH,VNTTS,VNTTS,22/01/2024 16:12:45,,Empty,EMPTY,4,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU6824139,40HC,45G0,"Cu ri set,Mop xung quanh va da,xuoc san",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-22-05-4,VNHPH,VNTTS,VNTTS,22/01/2024 16:20:59,,Empty,EMPTY,4,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU6822286,40HC,45G0,"Cu muc ri set,Mop xung quanh va da,cong thanh",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-22-04-1,VNHPH,VNTTS,VNTTS,22/01/2024 16:25:11,,Empty,EMPTY,4,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU6823955,40HC,45G0,"Cu muc ri set,Mop xung quanh va da,xuoc san,Cong thanh,",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-22-04-2,VNHPH,VNTTS,VNTTS,22/01/2024 16:30:45,,Empty,EMPTY,4,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU6822178,40HC,45G0,"Cu ri set,Cong thanh,Mop xung quanh va da,xuoc san",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-22-04-3,VNHPH,VNTTS,VNTTS,22/01/2024 16:43:21,,Empty,EMPTY,4,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU6825304,40HC,45G0,"Cu ri set,Cong thanh,Mop xung quanh va da,xuoc san",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-22-04-4,VNHPH,VNTTS,VNTTS,22/01/2024 16:51:21,,Empty,EMPTY,4,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU6825475,40HC,45G0,"Cu ri set,Cong thanh,Mop xung quanh va da,xuoc san",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-22-03-1,VNHPH,VNTTS,VNTTS,22/01/2024 16:56:08,,Empty,EMPTY,4,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU6824890,40HC,45G0,"Cu muc ri set,Mop xung quanh va da,Cong thanh,xuoc san",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-22-03-2,VNHPH,VNTTS,VNTTS,22/01/2024 17:00:15,,Empty,EMPTY,4,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU6825198,40HC,45G0,"MOP XUNG QUANH VA DA,muc ri set, nut san,",,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-22-03-3,VNHPH,VNTTS,VNTTS,22/01/2024 17:25:18,,Empty,EMPTY,4,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,BISU6825686,40HC,45G0,Troc muc doi san cu muc set rach ron mop xung va da,,,,30,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Luu rong,A-22-03-4,VNHPH,VNTTS,VNTTS,22/01/2024 17:45:42,,Empty,EMPTY,4,A,FALSE,FALSE,,,,,,,,,,Hold,,Hang noi,,,,,
VLC,VNLU3095548,20DC,22G0,"RUT RUOT CONT SANG CONT VNLU3095548,HANG TON CUON, CONT BI HU HONG DOI VO, THEO MAIL HANG TAU,CONT DA THU TIEN PTT:DR/2024/0003364 NGAY:22/1/2024,BIEN DANG RACH MAT TRUOC 20CM,BIEN DANG DA NGANG DUOI MAT TRUOC.TROC MUC SAN NHIEU CHO 5*10CM",,,,29,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Rut hang sang container su dung xe nang,MR,,,,23/01/2024 15:36:50,,Empty,,2.2,A,TRUE,FALSE,,,,CONG TY VAN TAI BIEN VIMC,,,,,,Hold,,Hang noi,,,2401190340,,
VLC,BISU2831042,20GP,22G0,"VS TTS BOT DA muc set, xuoc san MOP XUNG QUANH, CONG 2 THANH",,,,232,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Tra rong,MR,VNSGN,,,4/7/2023 1:03,,Empty,,2.3,A,TRUE,FALSE,,,,Cong Ty TNHH Van Tai Minh Tan,,,,,,Release,,Hang noi,,,,,
VLC,BISU2840738,20GP,22G0,VS TTS NHOM-TRAY SAN TRONG KTC-MOPXQUANH CONG THANH+DA CU,CONT THANH LY,,,505,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Tra rong,A-19-08-4,VNSGN,,,4/10/2022 12:51,,Empty,,2.3,A,TRUE,FALSE,,,,,,,,,,Release,,Hang noi,,,,,
VLC,BISU2820808,20GP,22G0,VS TTS GACH MEN  NUT SAN MOP NHE DA DAY CONT THANH RRON DC MXQ SUOT +BUNG VAN SAN KTC,CONT THANH LY,,,718,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Tra rong,MR,VNSGN,,,5/3/2022 13:48,,Empty,,2.3,A,TRUE,FALSE,,,,,,,,,,Release,,Hang noi,,,,,
VLC,BISU2834078,20DC,22G0,"THAN DA CONT THUE,MUC GI SET MXQ VA DA,MUC NUT SAN",,B,,77,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Tra rong,A-43-08-1,,,,6/12/2023 16:09,,Empty,,2.3,A,TRUE,FALSE,,,,CTY TNHH TM DV VT VIET A,,,,,,Hold,,Hang noi,,,2312060205,,
VLC,VNLU2093387,20GP,22G0,"VAI Muc gi set mxq va da,muc nut san,",,B,,76,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Tra rong,MR,,,,7/12/2023 4:46,,Empty,,2.3,A,TRUE,FALSE,,,,VIMC SHIPPING COMPANY/ VIMT,,,,,,Hold,,Hang noi,,,2312070047,,
VLC,BISU2837400,20GP,22G0,VS TTS GACH MEN mxq rron nut san ngoai/cu troc muc nut san va dinh dau,CONT THANH LY,,,440,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Tra rong,A-19-04-4,VNSGN,,,8/12/2022 17:27,,Empty,,2.3,A,TRUE,FALSE,,,,Cong Ty TNHH Dich Vu Van Tai Dai Thien Phat,,,,,,Release,,Hang noi,,,,,
VLC,BISU2821229,20GP,22G0,VS TTS BOTDA/TROCSUOCMUCSANTRONG  MUCSETXQ KTC,CONT THANH LY,,,406,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Tra rong,A-19-05-4,VNSGN,,,11/1/2023 10:02,,Empty,,2.3,A,TRUE,FALSE,,,,Cong Ty CP Thuong Mai Dich Vu Giao Nhan VanTai Thuy Bo Minh Tan,,,,,,Release,,Hang noi,,,,,
VLC,BISU2826494,20GP,22G0,,CONT THANH LY,,,467,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Tra rong,A-19-07-1,VNSGN,,,11/11/2022 15:52,,Empty,,2.3,A,TRUE,FALSE,,,,,,,,,,Release,,Hang noi,,,,,
VLC,BISU2838453,20GP,22G0,"VS TTS GACH MEN / TROC SAN-KTC/ MOP XUNG QUANH,NUT SAN,MOP DA,RACH RON-DAUCU",CONT THANH LY,,,436,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Tra rong,A-19-04-3,VNSGN,,,12/12/2022 3:10,,Empty,,2.3,A,TRUE,FALSE,,,,Cong Ty TNHH Kinh Doanh Van Tai Trung Nghia,,,,,,Release,,Hang noi,,,,,
VLC,BISU2800571,20GP,22G0,"VS TTS PHAN DAP,cumuc,xuocsan/ktc,mxq+dsan,thungnutsanngoai,cthanh,rron/cu",CONT THANH LY,,,677,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Tra rong,MR,VNSGN,,,15/04/2022 10:21:39,,Empty,,2.3,A,TRUE,FALSE,,,,,,,,,,Release,,Hang noi,,,,,
VLC,BISU2827422,20GP,22G0,"Cu muc set ,mop xung quanh+da ,cong thanh ,rach ron,phu 2 hong,nut muc san,cong tay cua",,,,98,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Tra rong,MR,,,,15/11/2023 09:57:58,,Empty,,2.3,A,TRUE,FALSE,,,,CONG TY CO PHAN VAN TAI 1 TRACO,,,,,,Hold,,Hang noi,,,2311140076,0,
VLC,BISU2833390,20DC,22G0,"THAN Cu muc set muc nut san mop xung quanh va da cong thanh rach ron,",,B,,65,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Tra rong,MR,,,,18/12/2023 09:41:06,,Empty,,2.3,A,TRUE,FALSE,,,,CTY TNHH TM DICH VU VAN TAI VIET A,,,,,,Hold,,Hang noi,,,2312180068,,
VLC,VNLU2094969,20GP,22G0,"Mxq+da, cong thanh, rr xuoc san, muc set",,,,124,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Tra rong,MR,,,,20/10/2023 15:44:29,,Empty,,2.3,A,TRUE,FALSE,,,,CONG TY VAN TAI BIEN VIMC,,,,,,Hold,,Hang noi,,,2310200089,0,
VLC,VNLU3090989,20DC,22G0,"GACH MEN CONT THUONG,Mxq va da,muc nut san ngoai,",,B,,93,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Tra rong,MR,,,,20/11/2023 07:57:26,,Empty,,2.3,A,FALSE,FALSE,,,,DONG BAC,,,,,,Hold,,Hang noi,,,2311200005,0,
VLC,BISU2835264,20GP,22G0,VS TTS  GACH MEN TRAY SAN TRONG-KTC  MOP DA DAY GAY SAN-DCU,CONT THANH LY,,,457,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Tra rong,A-19-05-2,,,,21/11/2022 09:42:00,,Empty,,2.3,A,TRUE,FALSE,,,,Cong Ty TNHH Thien an phu,,,,,,Release,,Hang noi,,,,,
VLC,BISU2826848,20GP,22G0,"VS TTS GACH MEN,troc muc nut san/ktc mop xung quanh mop da day cong thanh rach ron nut san ngoai/cu",CONT THANH LY,,,456,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Tra rong,A-19-05-3,VNSGN,,,22/11/2022 04:46:05,,Empty,,2.3,A,TRUE,FALSE,,,,TRUNG NGHIA,,,,,,Release,,Hang noi,,,,,
VLC,VNLU3097290,20GP,22G0,"GACH Muc ri set,mop xquanh + da day , muc troc san,rach ron ,cong thanh",,B,,61,STORAGE/0000/0000,STORAGE,CN,CX,Storage Empty,Stacking,E,Tra rong,MR,,,,22/12/2023 22:30:02,,Empty,,2.3,A,TRUE,FALSE,,,,CTY TNHH GIAO NHAN VAN TAI VIET DUC,,,,,,Hold,,Hang noi,,,2312220297,,
